Trip_ID,Date,Destination,Duration_Days,Category,Subcategory,Amount_LKR,Payment_Method,Traveler_Type,Season,Rating
TRP_028,2025-06-12,Colombo,3,Accommodation,Villa,148400,Card,Family,Off-Peak,3.9
TRP_027,2026-06-15,Ella,5,Shopping,Gifts,2800,Online Transfer,Solo,Off-Peak,3.6
TRP_103,2025-04-19,Nuwara Eliya,3,Shopping,Local Products,4400,Cash,Solo,Off-Peak,4.2
TRP_130,2025-05-30,Ella,2,Food,Cafe,4200,Cash,Solo,Off-Peak,4.7
TRP_133,2026-05-30,Galle,4,Accommodation,Hotel,94900,Online Transfer,Couple,Off-Peak,4.3
TRP_065,2026-05-31,Kandy,2,Transport,Fuel,14700,Online Transfer,Family,Off-Peak,4.7
TRP_087,2025-03-23,Kandy,2,Miscellaneous,Emergency,4800,Cash,Solo,Peak,4.9
TRP_061,2025-11-08,Arugam Bay,5,Transport,Bus,7900,Online Transfer,Solo,Off-Peak,4.8
TRP_035,2026-01-15,Nuwara Eliya,2,Activities,Guided Tour,12600,Cash,Couple,Peak,4.0
TRP_023,2026-03-23,Mirissa,2,Activities,Surfing,16200,Card,Couple,Peak,3.8
TRP_120,2025-12-02,Ella,5,Accommodation,Hotel,49200,Online Transfer,Solo,Peak,3.5
TRP_027,2026-06-15,Ella,5,Food,Hotel Dining,14100,Card,Solo,Off-Peak,3.6
TRP_134,2026-01-18,Galle,3,Transport,Train,15800,Cash,Couple,Peak,3.8
TRP_037,2025-08-06,Ella,4,Activities,Safari,73900,Card,Family,Peak,4.2
TRP_053,2026-01-25,Sigiriya,3,Accommodation,Hotel,64500,Card,Couple,Peak,3.3
TRP_055,2025-09-04,Galle,3,Activities,Museum,30100,Cash,Family,Off-Peak,4.9
TRP_075,2025-12-24,Ella,4,Accommodation,Guest House,53300,Cash,Couple,Peak,3.2
TRP_023,2026-03-23,Mirissa,2,Transport,Train,16200,Online Transfer,Couple,Peak,4.3
TRP_035,2026-01-15,Nuwara Eliya,2,Accommodation,Hostel,48400,Cash,Couple,Peak,4.6
TRP_038,2025-10-29,Kandy,2,Activities,Guided Tour,8800,Cash,Couple,Off-Peak,4.4
TRP_082,2026-06-24,Nuwara Eliya,2,Miscellaneous,Tips,5600,Cash,Couple,Off-Peak,3.6
TRP_047,2026-02-15,Nuwara Eliya,4,Accommodation,Hotel,76300,Online Transfer,Solo,Peak,3.8
TRP_078,2026-04-07,Arugam Bay,2,Accommodation,Hotel,53200,Card,Family,Off-Peak,4.0
TRP_138,2025-12-01,Galle,2,Food,Hotel Dining,12800,Cash,Couple,Peak,4.2
TRP_024,2025-12-01,Colombo,2,Activities,Tickets,10500,Cash,Couple,Peak,3.6
TRP_075,2025-12-24,Ella,4,Transport,Tuk Tuk,17500,Cash,Couple,Peak,4.0
TRP_110,2025-11-02,Ella,3,Activities,Surfing,48300,Cash,Family,Off-Peak,4.6
TRP_109,2026-04-28,Mirissa,2,Food,Street Food,12400,Online Transfer,Couple,Off-Peak,4.4
TRP_042,2025-08-20,Nuwara Eliya,4,Accommodation,Hostel,121800,Cash,Couple,Peak,4.0
TRP_127,2026-02-27,Arugam Bay,5,Miscellaneous,Tips,23600,Online Transfer,Couple,Peak,4.9
TRP_107,2025-11-03,Arugam Bay,4,Accommodation,Villa,78200,Card,Couple,Off-Peak,3.9
TRP_128,2025-08-11,Ella,5,Transport,Train,11700,Card,Solo,Peak,4.4
TRP_113,2025-06-11,Colombo,2,Transport,Train,6800,Online Transfer,Couple,Off-Peak,4.0
TRP_072,2025-02-26,Galle,2,Food,Restaurant,6600,Cash,Solo,Peak,3.4
TRP_136,2025-02-03,Colombo,1,Activities,Safari,9600,Card,Family,Peak,3.7
TRP_096,2026-04-02,Ella,3,Food,Cafe,28600,Online Transfer,Family,Off-Peak,4.3
TRP_050,2026-03-01,Ella,4,Shopping,Gifts,12200,Card,Family,Peak,4.2
TRP_116,2025-01-15,Mirissa,4,Accommodation,Guest House,178900,Card,Family,Peak,3.6
TRP_083,2025-09-01,Colombo,2,Transport,Fuel,10300,Online Transfer,Couple,Off-Peak,4.8
TRP_093,2025-03-23,Galle,3,Miscellaneous,Tips,9900,Cash,Couple,Peak,4.6
TRP_021,2025-09-12,Nuwara Eliya,3,Activities,Safari,10900,Cash,Solo,Off-Peak,4.7
TRP_044,2025-07-22,Mirissa,5,Activities,Museum,32400,Online Transfer,Solo,Peak,4.7
TRP_122,2026-03-07,Arugam Bay,4,Transport,Taxi,25800,Cash,Family,Peak,4.1
TRP_070,2025-07-05,Galle,2,Accommodation,Hotel,47900,Cash,Couple,Peak,4.4
TRP_044,2025-07-22,Mirissa,5,Shopping,Gifts,5200,Cash,Solo,Peak,4.3
TRP_111,2026-01-24,Colombo,2,Accommodation,Villa,128500,Cash,Family,Peak,3.3
TRP_060,2025-09-26,Colombo,3,Accommodation,Guest House,74800,Card,Couple,Off-Peak,2.9
TRP_077,2026-04-18,Kandy,3,Food,Hotel Dining,6800,Card,Solo,Off-Peak,3.5
TRP_125,2025-11-25,Mirissa,3,Shopping,Gifts,4200,Card,Solo,Off-Peak,4.7
TRP_067,2026-02-13,Sigiriya,3,Food,Cafe,18000,Card,Couple,Peak,3.7
TRP_049,2025-04-27,Kandy,3,Food,Street Food,27300,Cash,Family,Off-Peak,4.6
TRP_053,2026-01-25,Sigiriya,3,Activities,Tickets,27700,Cash,Couple,Peak,4.0
TRP_070,2025-07-05,Galle,2,Activities,Surfing,19600,Cash,Couple,Peak,4.2
TRP_071,2025-02-20,Ella,2,Miscellaneous,Laundry,4300,Cash,Solo,Peak,3.9
TRP_043,2025-06-27,Ella,2,Accommodation,Hostel,18100,Cash,Solo,Off-Peak,4.1
TRP_133,2026-05-30,Galle,4,Transport,Tuk Tuk,14200,Card,Couple,Off-Peak,4.3
TRP_115,2025-04-20,Kandy,3,Food,Cafe,8700,Online Transfer,Solo,Off-Peak,5.0
TRP_089,2026-06-04,Nuwara Eliya,4,Transport,Taxi,10000,Card,Couple,Off-Peak,5.0
TRP_065,2026-05-31,Kandy,2,Food,Restaurant,16000,Cash,Family,Off-Peak,4.4
TRP_095,2026-01-15,Colombo,2,Activities,Safari,10400,Card,Couple,Peak,4.4
TRP_139,2025-03-26,Mirissa,4,Food,Restaurant,18700,Cash,Solo,Peak,4.4
TRP_129,2025-11-26,Ella,4,Miscellaneous,Tips,7500,Card,Couple,Off-Peak,3.9
TRP_126,2025-12-19,Kandy,4,Miscellaneous,Mobile Data,12700,Online Transfer,Couple,Peak,3.8
TRP_120,2025-12-02,Ella,5,Transport,Fuel,7800,Cash,Solo,Peak,4.3
TRP_119,2025-08-12,Mirissa,3,Accommodation,Hostel,87200,Card,Couple,Peak,4.2
TRP_104,2026-05-26,Nuwara Eliya,3,Miscellaneous,Tips,7600,Online Transfer,Couple,Off-Peak,4.3
TRP_108,2025-08-22,Mirissa,2,Transport,Train,19700,Cash,Couple,Peak,5.0
TRP_016,2025-11-20,Colombo,2,Shopping,Souvenirs,7300,Cash,Solo,Off-Peak,4.7
TRP_046,2025-06-29,Mirissa,5,Transport,Fuel,10000,Cash,Couple,Off-Peak,4.2
TRP_030,2026-01-25,Mirissa,5,Transport,Taxi,8900,Cash,Solo,Peak,4.3
TRP_099,2026-06-14,Nuwara Eliya,3,Food,Cafe,11600,Cash,Solo,Off-Peak,4.6
TRP_007,2025-05-22,Arugam Bay,5,Miscellaneous,Tips,10200,Card,Solo,Off-Peak,3.8
TRP_102,2026-02-20,Mirissa,4,Food,Cafe,26300,Cash,Couple,Peak,3.9
TRP_032,2026-01-24,Galle,3,Activities,Tickets,37000,Card,Family,Peak,4.2
TRP_120,2025-12-02,Ella,5,Shopping,Souvenirs,4200,Card,Solo,Peak,3.2
TRP_119,2025-08-12,Mirissa,3,Food,Street Food,26600,Cash,Couple,Peak,4.8
TRP_132,2025-03-11,Colombo,3,Food,Hotel Dining,13600,Card,Solo,Peak,4.9
TRP_018,2025-10-16,Ella,3,Transport,Train,13900,Cash,Couple,Off-Peak,4.8
TRP_106,2026-01-18,Kandy,3,Accommodation,Hostel,77300,Card,Couple,Peak,4.3
TRP_046,2025-06-29,Mirissa,5,Accommodation,Hostel,85600,Card,Couple,Off-Peak,4.3
TRP_107,2025-11-03,Arugam Bay,4,Miscellaneous,Laundry,15100,Online Transfer,Couple,Off-Peak,3.4
TRP_087,2025-03-23,Kandy,2,Food,Street Food,9200,Cash,Solo,Peak,5.0
TRP_104,2026-05-26,Nuwara Eliya,3,Transport,Train,9400,Cash,Couple,Off-Peak,3.9
TRP_123,2025-01-04,Ella,2,Activities,Safari,39600,Online Transfer,Family,Peak,3.9
TRP_039,2025-11-20,Mirissa,2,Transport,Tuk Tuk,13200,Online Transfer,Couple,Off-Peak,4.2
TRP_073,2025-12-29,Ella,2,Activities,Guided Tour,19900,Cash,Couple,Peak,3.4
TRP_074,2026-04-17,Arugam Bay,4,Transport,Taxi,6700,Cash,Solo,Off-Peak,4.5
TRP_119,2025-08-12,Mirissa,3,Transport,Tuk Tuk,13700,Cash,Couple,Peak,4.1
TRP_041,2025-02-22,Galle,3,Activities,Tickets,44600,Online Transfer,Family,Peak,3.7
TRP_001,2025-01-26,Colombo,3,Shopping,Clothes,8100,Card,Solo,Peak,3.9
TRP_125,2025-11-25,Mirissa,3,Activities,Safari,11400,Card,Solo,Off-Peak,4.4
TRP_115,2025-04-20,Kandy,3,Transport,Fuel,4900,Cash,Solo,Off-Peak,3.8
TRP_103,2025-04-19,Nuwara Eliya,3,Food,Street Food,10500,Online Transfer,Solo,Off-Peak,4.2
TRP_018,2025-10-16,Ella,3,Miscellaneous,Mobile Data,6400,Card,Couple,Off-Peak,4.6
TRP_107,2025-11-03,Arugam Bay,4,Shopping,Souvenirs,6500,Card,Couple,Off-Peak,4.2
TRP_076,2026-05-21,Mirissa,5,Transport,Train,18700,Card,Family,Off-Peak,4.1
TRP_095,2026-01-15,Colombo,2,Accommodation,Villa,98800,Cash,Couple,Peak,4.4
TRP_009,2026-06-28,Mirissa,2,Miscellaneous,Mobile Data,5600,Cash,Couple,Off-Peak,4.0
TRP_007,2025-05-22,Arugam Bay,5,Transport,Fuel,9400,Cash,Solo,Off-Peak,3.5
TRP_038,2025-10-29,Kandy,2,Food,Street Food,7800,Cash,Couple,Off-Peak,4.2
TRP_025,2025-08-07,Nuwara Eliya,4,Transport,Tuk Tuk,19300,Cash,Couple,Peak,4.0
TRP_006,2025-11-19,Colombo,1,Transport,Tuk Tuk,9300,Card,Couple,Off-Peak,3.8
TRP_124,2025-01-17,Colombo,1,Accommodation,Hotel,18200,Cash,Solo,Peak,3.8
TRP_044,2025-07-22,Mirissa,5,Food,Restaurant,21900,Cash,Solo,Peak,4.3
TRP_092,2026-03-27,Galle,3,Activities,Museum,17800,Online Transfer,Solo,Peak,4.5
TRP_070,2025-07-05,Galle,2,Miscellaneous,Tips,7800,Online Transfer,Couple,Peak,4.2
TRP_054,2025-04-13,Mirissa,5,Shopping,Clothes,3100,Cash,Solo,Off-Peak,4.4
TRP_078,2026-04-07,Arugam Bay,2,Activities,Museum,27800,Card,Family,Off-Peak,3.4
TRP_073,2025-12-29,Ella,2,Transport,Tuk Tuk,15200,Cash,Couple,Peak,3.6
TRP_111,2026-01-24,Colombo,2,Food,Restaurant,43700,Cash,Family,Peak,3.5
TRP_094,2026-01-08,Colombo,3,Food,Hotel Dining,61000,Cash,Family,Peak,4.2
TRP_026,2025-07-23,Ella,3,Transport,Fuel,7400,Card,Solo,Peak,4.3
TRP_012,2026-02-21,Nuwara Eliya,2,Activities,Surfing,8300,Online Transfer,Solo,Peak,4.2
TRP_089,2026-06-04,Nuwara Eliya,4,Food,Street Food,17800,Card,Couple,Off-Peak,4.0
TRP_121,2025-01-04,Galle,4,Miscellaneous,Mobile Data,11800,Card,Solo,Peak,4.5
TRP_024,2025-12-01,Colombo,2,Transport,Taxi,14600,Cash,Couple,Peak,4.4
TRP_137,2026-01-29,Colombo,3,Food,Hotel Dining,21000,Cash,Solo,Peak,4.3
TRP_098,2026-04-24,Colombo,3,Transport,Fuel,6500,Online Transfer,Solo,Off-Peak,4.1
TRP_012,2026-02-21,Nuwara Eliya,2,Miscellaneous,Mobile Data,3700,Card,Solo,Peak,4.4
TRP_003,2025-09-28,Sigiriya,2,Shopping,Souvenirs,4000,Cash,Couple,Off-Peak,3.9
TRP_029,2025-05-22,Colombo,1,Shopping,Souvenirs,7800,Online Transfer,Solo,Off-Peak,4.5
TRP_008,2025-10-01,Nuwara Eliya,4,Shopping,Local Products,4000,Online Transfer,Solo,Off-Peak,4.0
TRP_093,2025-03-23,Galle,3,Food,Hotel Dining,19400,Cash,Couple,Peak,4.0
TRP_071,2025-02-20,Ella,2,Accommodation,Hostel,17100,Cash,Solo,Peak,4.1
TRP_035,2026-01-15,Nuwara Eliya,2,Shopping,Local Products,11400,Card,Couple,Peak,4.3
TRP_041,2025-02-22,Galle,3,Transport,Tuk Tuk,40300,Online Transfer,Family,Peak,4.3
TRP_010,2025-06-19,Nuwara Eliya,3,Shopping,Clothes,6200,Cash,Couple,Off-Peak,4.1
TRP_063,2025-01-22,Ella,2,Activities,Safari,33300,Card,Family,Peak,4.6
TRP_055,2025-09-04,Galle,3,Miscellaneous,Laundry,17400,Card,Family,Off-Peak,3.7
TRP_047,2026-02-15,Nuwara Eliya,4,Miscellaneous,Laundry,8100,Card,Solo,Peak,4.1
TRP_087,2025-03-23,Kandy,2,Transport,Train,6900,Cash,Solo,Peak,3.9
TRP_086,2025-08-30,Nuwara Eliya,3,Transport,Bus,26600,Cash,Family,Peak,3.8
TRP_140,2025-04-16,Nuwara Eliya,2,Shopping,Clothes,4200,Card,Solo,Off-Peak,4.6
TRP_051,2025-07-13,Galle,4,Food,Hotel Dining,17100,Card,Solo,Peak,3.8
TRP_038,2025-10-29,Kandy,2,Transport,Tuk Tuk,13800,Cash,Couple,Off-Peak,4.6
TRP_030,2026-01-25,Mirissa,5,Shopping,Gifts,6100,Card,Solo,Peak,4.0
TRP_104,2026-05-26,Nuwara Eliya,3,Shopping,Gifts,5800,Cash,Couple,Off-Peak,4.5
TRP_075,2025-12-24,Ella,4,Food,Street Food,24600,Cash,Couple,Peak,4.4
TRP_090,2025-12-13,Galle,4,Accommodation,Hostel,77000,Card,Solo,Peak,4.1
TRP_020,2025-09-13,Ella,2,Food,Cafe,10900,Online Transfer,Couple,Off-Peak,4.5
TRP_106,2026-01-18,Kandy,3,Transport,Taxi,16900,Online Transfer,Couple,Peak,5.0
TRP_073,2025-12-29,Ella,2,Accommodation,Hostel,34200,Online Transfer,Couple,Peak,3.8
TRP_001,2025-01-26,Colombo,3,Food,Restaurant,14200,Cash,Solo,Peak,4.3
TRP_131,2026-05-18,Sigiriya,3,Food,Restaurant,8000,Card,Solo,Off-Peak,5.0
TRP_105,2025-09-28,Nuwara Eliya,4,Shopping,Local Products,8200,Online Transfer,Couple,Off-Peak,4.7
TRP_015,2026-05-04,Kandy,4,Miscellaneous,Emergency,19800,Card,Family,Off-Peak,4.0
TRP_039,2025-11-20,Mirissa,2,Food,Hotel Dining,11700,Cash,Couple,Off-Peak,5.0
TRP_007,2025-05-22,Arugam Bay,5,Shopping,Souvenirs,3000,Card,Solo,Off-Peak,4.7
TRP_096,2026-04-02,Ella,3,Accommodation,Hostel,66200,Cash,Family,Off-Peak,3.7
TRP_080,2025-06-03,Mirissa,4,Shopping,Local Products,4100,Online Transfer,Solo,Off-Peak,4.1
TRP_086,2025-08-30,Nuwara Eliya,3,Food,Street Food,34300,Card,Family,Peak,4.1
TRP_068,2025-12-04,Colombo,3,Activities,Tickets,8700,Card,Solo,Peak,5.0
TRP_017,2025-12-24,Kandy,2,Shopping,Clothes,21000,Cash,Family,Peak,3.7
TRP_063,2025-01-22,Ella,2,Miscellaneous,Mobile Data,13400,Online Transfer,Family,Peak,5.0
TRP_106,2026-01-18,Kandy,3,Food,Restaurant,18800,Cash,Couple,Peak,4.4
TRP_064,2025-06-28,Colombo,1,Miscellaneous,Laundry,5100,Card,Couple,Off-Peak,4.2
TRP_046,2025-06-29,Mirissa,5,Food,Hotel Dining,34300,Online Transfer,Couple,Off-Peak,4.3
TRP_003,2025-09-28,Sigiriya,2,Activities,Surfing,14000,Card,Couple,Off-Peak,4.0
TRP_059,2025-12-13,Galle,2,Activities,Guided Tour,20600,Cash,Couple,Peak,4.6
TRP_112,2025-10-05,Sigiriya,4,Miscellaneous,Mobile Data,12700,Cash,Couple,Off-Peak,4.4
TRP_072,2025-02-26,Galle,2,Transport,Fuel,12100,Cash,Solo,Peak,5.0
TRP_052,2025-12-06,Arugam Bay,2,Accommodation,Hostel,97200,Cash,Family,Peak,4.3
TRP_031,2025-05-11,Sigiriya,4,Miscellaneous,Mobile Data,13600,Card,Couple,Off-Peak,3.4
TRP_140,2025-04-16,Nuwara Eliya,2,Accommodation,Villa,20000,Online Transfer,Solo,Off-Peak,4.0
TRP_121,2025-01-04,Galle,4,Shopping,Gifts,7700,Cash,Solo,Peak,4.5
TRP_091,2025-11-14,Galle,4,Activities,Surfing,29800,Cash,Couple,Off-Peak,4.8
TRP_138,2025-12-01,Galle,2,Accommodation,Guest House,44900,Cash,Couple,Peak,3.1
TRP_095,2026-01-15,Colombo,2,Transport,Train,9800,Cash,Couple,Peak,4.3
TRP_046,2025-06-29,Mirissa,5,Activities,Surfing,34200,Cash,Couple,Off-Peak,4.6
TRP_106,2026-01-18,Kandy,3,Activities,Museum,18400,Card,Couple,Peak,3.7
TRP_105,2025-09-28,Nuwara Eliya,4,Miscellaneous,Tips,9600,Cash,Couple,Off-Peak,4.3
TRP_129,2025-11-26,Ella,4,Food,Hotel Dining,13500,Card,Couple,Off-Peak,4.3
TRP_036,2026-05-11,Arugam Bay,5,Food,Restaurant,32200,Cash,Couple,Off-Peak,4.0
TRP_131,2026-05-18,Sigiriya,3,Activities,Tickets,18600,Card,Solo,Off-Peak,3.9
TRP_089,2026-06-04,Nuwara Eliya,4,Miscellaneous,Laundry,9900,Cash,Couple,Off-Peak,4.5
TRP_128,2025-08-11,Ella,5,Food,Cafe,17000,Online Transfer,Solo,Peak,3.4
TRP_096,2026-04-02,Ella,3,Transport,Fuel,26900,Cash,Family,Off-Peak,4.4
TRP_011,2025-08-24,Galle,4,Miscellaneous,Emergency,10600,Cash,Solo,Peak,3.8
TRP_089,2026-06-04,Nuwara Eliya,4,Shopping,Souvenirs,5300,Card,Couple,Off-Peak,4.0
TRP_105,2025-09-28,Nuwara Eliya,4,Activities,Museum,26700,Card,Couple,Off-Peak,3.9
TRP_048,2026-03-29,Nuwara Eliya,2,Accommodation,Hostel,29200,Online Transfer,Solo,Peak,3.8
TRP_005,2025-09-08,Ella,3,Food,Restaurant,10600,Cash,Couple,Off-Peak,4.7
TRP_059,2025-12-13,Galle,2,Food,Hotel Dining,16300,Online Transfer,Couple,Peak,4.7
TRP_087,2025-03-23,Kandy,2,Accommodation,Hostel,30300,Cash,Solo,Peak,3.8
TRP_030,2026-01-25,Mirissa,5,Activities,Tickets,37700,Cash,Solo,Peak,3.9
TRP_052,2025-12-06,Arugam Bay,2,Activities,Surfing,40600,Cash,Family,Peak,4.0
TRP_036,2026-05-11,Arugam Bay,5,Activities,Guided Tour,29000,Card,Couple,Off-Peak,4.8
TRP_072,2025-02-26,Galle,2,Accommodation,Villa,38600,Cash,Solo,Peak,3.8
TRP_077,2026-04-18,Kandy,3,Shopping,Clothes,4200,Cash,Solo,Off-Peak,3.4
TRP_093,2025-03-23,Galle,3,Accommodation,Hostel,94600,Cash,Couple,Peak,4.6
TRP_064,2025-06-28,Colombo,1,Activities,Guided Tour,5300,Card,Couple,Off-Peak,3.7
TRP_058,2026-03-02,Galle,2,Accommodation,Villa,23700,Card,Solo,Peak,4.4
TRP_124,2025-01-17,Colombo,1,Activities,Tickets,3400,Cash,Solo,Peak,3.8
TRP_024,2025-12-01,Colombo,2,Shopping,Clothes,14500,Cash,Couple,Peak,5.0
TRP_124,2025-01-17,Colombo,1,Miscellaneous,Laundry,3400,Card,Solo,Peak,4.2
TRP_019,2026-03-29,Ella,5,Accommodation,Guest House,98800,Card,Couple,Peak,3.8
TRP_069,2025-04-21,Nuwara Eliya,3,Shopping,Local Products,15300,Online Transfer,Family,Off-Peak,4.1
TRP_017,2025-12-24,Kandy,2,Accommodation,Villa,60800,Card,Family,Peak,4.4
TRP_086,2025-08-30,Nuwara Eliya,3,Miscellaneous,Emergency,20100,Cash,Family,Peak,4.1
TRP_062,2026-03-31,Galle,3,Food,Street Food,40100,Cash,Family,Peak,4.8
TRP_041,2025-02-22,Galle,3,Accommodation,Hostel,188600,Card,Family,Peak,3.9
TRP_088,2026-05-27,Sigiriya,4,Transport,Bus,13000,Card,Couple,Off-Peak,4.0
TRP_023,2026-03-23,Mirissa,2,Food,Cafe,13800,Cash,Couple,Peak,4.3
TRP_115,2025-04-20,Kandy,3,Miscellaneous,Emergency,6500,Card,Solo,Off-Peak,4.3
TRP_005,2025-09-08,Ella,3,Accommodation,Guest House,35400,Card,Couple,Off-Peak,5.0
TRP_131,2026-05-18,Sigiriya,3,Miscellaneous,Emergency,3700,Cash,Solo,Off-Peak,3.8
TRP_014,2025-01-03,Ella,5,Food,Hotel Dining,17400,Cash,Solo,Peak,4.8
TRP_020,2025-09-13,Ella,2,Transport,Bus,14600,Online Transfer,Couple,Off-Peak,4.0
TRP_051,2025-07-13,Galle,4,Transport,Fuel,7100,Cash,Solo,Peak,3.7
TRP_082,2026-06-24,Nuwara Eliya,2,Food,Cafe,13400,Online Transfer,Couple,Off-Peak,4.1
TRP_019,2026-03-29,Ella,5,Activities,Tickets,39800,Cash,Couple,Peak,3.8
